time,unit_id,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,failure,rul,event_in_horizon
2025-01-01 00:00:00,unit_1,-0.6772625544012358,0.1592503874918469,0.25303858370454574,3.685843573738095,-0.5437356639815328,-0.11199877497555287,0,1302.0,0
2025-01-01 00:01:00,unit_1,-0.30784300429862665,0.25292082789099474,0.30818367104380434,0.6257358866903537,-0.464142817869625,-0.08983130811397305,0,1301.0,0
2025-01-01 00:02:00,unit_1,-0.28170786225271993,0.44758123245413445,0.5532447211079081,0.4457856651053142,-0.5399834905411534,0.0028147433746580405,0,1300.0,0
2025-01-01 00:03:00,unit_1,-0.553752168318414,-0.1778533842633351,0.028296528539749042,0.83359082775037,-0.8254877475821889,0.032855846384229566,0,1299.0,0
2025-01-01 00:04:00,unit_1,-0.1432302549993795,0.27709757182485206,0.32089744768233525,0.3092851867787676,-0.7315255002024538,0.06548065091344002,0,1298.0,0
2025-01-01 00:05:00,unit_1,-0.4564120995511905,0.30013249618394744,0.3564871823485374,0.5051551399940981,-0.4805645922767231,0.12822316144567325,0,1297.0,0
2025-01-01 00:06:00,unit_1,0.07023574014946593,0.32318496305194216,0.22085569908977765,0.5284834495663733,-0.6269442388961317,-0.09188221569013352,0,1296.0,0
2025-01-01 00:07:00,unit_1,-0.46817867222679094,0.784522393815986,0.03206255931277485,0.8589665081676962,-0.0007176916468337217,0.2628111501369632,0,1295.0,0
2025-01-01 00:08:00,unit_1,-0.11032010325791725,0.1357531846137951,0.17384881529754456,0.8769554233489347,-0.5000992796314396,0.08304621574296632,0,1294.0,0
2025-01-01 00:09:00,unit_1,-0.32621922334377706,0.08375744257296105,0.1357546188360651,0.46517569709655093,-0.2751818143740529,-0.001503338166540643,0,1293.0,0
2025-01-01 00:10:00,unit_1,-0.566769253912967,0.088615882666781,0.07258666771547687,0.5960773564531121,-0.474989564613625,0.005839190836799804,0,1292.0,0
2025-01-01 00:11:00,unit_1,0.11984879947642571,0.10529475271757967,0.27081770831418,0.6569740795678363,-0.17789008563194508,0.04072198434415561,0,1291.0,0
2025-01-01 00:12:00,unit_1,-0.16636726826966836,0.4157555733029764,0.3233850237164773,0.861936336771408,-0.33705560542055524,-0.09045260767960721,0,1290.0,0
2025-01-01 00:13:00,unit_1,-0.1516638143541914,0.49166341578524275,0.41175183594456877,0.47889358915420893,-0.3099019194763558,-0.40386345533284657,0,1289.0,0
2025-01-01 00:14:00,unit_1,-0.2512684304419589,0.4579198892992622,0.2675739366067198,0.8476680692524269,-0.36380638479969624,0.10904466172750876,0,1288.0,0
2025-01-01 00:15:00,unit_1,0.08265508700567549,0.2292254695288137,-0.1498229418601253,0.4184244890201514,-0.463203146410623,-0.25373115582381917,0,1287.0,0
2025-01-01 00:16:00,unit_1,-0.05407759269116154,-0.005889479524852219,0.38116988988240086,0.8665435381349446,-0.46408845244274727,0.2111371485323796,0,1286.0,0
2025-01-01 00:17:00,unit_1,-0.04065700379453245,0.8146130655762955,0.23085643731872935,0.6821262377827277,-0.4200213807534703,0.05947904264280609,0,1285.0,0
2025-01-01 00:18:00,unit_1,-0.6639082477006745,0.21433497210683936,0.14204369408597717,0.22083107452019282,-0.511742514121659,0.06527841383133325,0,1284.0,0
2025-01-01 00:19:00,unit_1,-0.49110204354372683,0.05272731237386237,0.0004886197444359504,0.7744013695160042,-0.10235167790026871,0.06961812637448173,0,1283.0,0
2025-01-01 00:20:00,unit_1,-0.5622415701529935,0.021175088541895076,0.3360970626221134,0.6981186650687938,-0.5400159965045593,-0.2444210677781415,0,1282.0,0
2025-01-01 00:21:00,unit_1,-0.3660675739438226,0.17527682445851306,0.3562280635402719,0.2861427260692562,-0.3729267213640587,-0.07126449975380081,0,1281.0,0
2025-01-01 00:22:00,unit_1,-0.17132157656405522,0.590584047063581,0.08925346000448078,0.6630132724981067,-0.5553729966879929,-0.2082713715509716,0,1280.0,0
2025-01-01 00:23:00,unit_1,-0.39071537592226424,0.18414104131294023,0.268542542249441,0.6205830518800738,-0.49905046574201384,-0.007517731672703727,0,1279.0,0
2025-01-01 00:24:00,unit_1,0.17390180702325495,0.02111736344252993,0.28289769452784985,0.8242744596173431,-0.33814544315140005,-0.14573670064318583,0,1278.0,0
2025-01-01 00:25:00,unit_1,-0.2472182090313077,0.25819568518274644,0.3882921133086533,0.7980115886216177,-0.42848600883683724,0.17276284649788698,0,1277.0,0
2025-01-01 00:26:00,unit_1,-0.1687785420353298,0.30323079717823154,0.18291406550260075,0.7847452144564099,-0.2459922043720088,-0.17072891107832852,0,1276.0,0
2025-01-01 00:27:00,unit_1,-0.5285345134617392,0.5038771897994845,-0.021136881298974657,0.43681565709401804,-0.6230477303258874,0.04416866073059205,0,1275.0,0
2025-01-01 00:28:00,unit_1,-0.3118359055298623,0.2679847011916899,0.33602945504190385,1.006627869902244,-0.3525229035153087,0.1470196585236647,0,1274.0,0
2025-01-01 00:29:00,unit_1,-0.22926135103032,0.4867112151480337,0.4086839063719448,0.6192711770923666,0.19268453287806872,0.016695903293815054,0,1273.0,0
2025-01-01 00:30:00,unit_1,-0.2999616046947058,0.08718592662961985,0.23425637554940992,0.3963372714955374,-0.4042464440286493,0.30102386147543203,0,1272.0,0
2025-01-01 00:31:00,unit_1,-0.19413946844967442,0.2758534478391266,0.2536600953588934,0.5833813953096862,-0.7294645332489217,-0.3780371926065212,0,1271.0,0
2025-01-01 00:32:00,unit_1,-0.25925373267565516,0.1943661972860916,0.3288038033573322,0.9497726753502655,-0.6489829023362436,-0.2655716292393487,0,1270.0,0
2025-01-01 00:33:00,unit_1,-0.1086633819794412,0.14300069703893037,-0.06127777235646454,0.8139855845861454,-0.3508969884900579,-0.16964931027551533,0,1269.0,0
2025-01-01 00:34:00,unit_1,-0.5590468253453658,-0.25502636839704074,0.46566383103601955,0.30512660093608185,-0.3382810275686217,-0.09531127296780703,0,1268.0,0
